subject,predicate,object
C0267548,PROCESS_OF,C0030705
C0009402,CAUSES(SPEC),C0017296
C0019868,DISRUPTS,C0368909
C1519680,PROCESS_OF,C1629836
C0086860,INTERACTS_WITH,C1537619
C0037659,INTERACTS_WITH(INFER),C1423506
C1427361,LOCATION_OF,C0030705
C0166059,ASSOCIATED_WITH,C0009402
C0027361,PART_OF,C4042946
C0005558,DIAGNOSES,C0205160
C0014485,INHIBITS,C0072061
C3540546,CAUSES,C0012860
C0007102,TREATS,C0953947
C0206131,PROCESS_OF,C0017952
C0027651,PREDISPOSES,C0001206
C0023413,TREATS,C0278479
C1334307,CAUSES,C0162638
C0543467,ISA,C0037995
C0153425,COEXISTS_WITH,C0265325
C0036563,ISA,C0023263
C0220781,AFFECTS,C0013203
C0032105,LOCATION_OF,C1121849
C0020517,PREVENTS,C1442823
C1567665,INTERACTS_WITH,C1413613
C0023413,TREATS,C0278480
C0025202,DIAGNOSES,C0037805
C0444263,LOCATION_OF,C1101610
C0052441,ISA,C0013227
C0030788,TREATS(INFER),C0558141
C0278479,TREATS,C0015252
C1402294,LOCATION_OF,C0024204
C0746922,LOCATION_OF,C0011900
C0085177,PREDISPOSES,C0178874
C0003130,LOCATION_OF,C0927195
C0085756,PROCESS_OF,C0999806
C3826426,AFFECTS,C0699919
C0153470,TREATS,C2349244
C2728259,LOCATION_OF,C0178825
C0332448,PROCESS_OF,C0684030
C1413588,ASSOCIATED_WITH,C0009402
C0872084,OCCURS_IN,C0030705
C0030705,OCCURS_IN,C0011065
C0042029,NEG_PROCESS_OF,C0030705
C0007113,TREATS,C2919491
C0242647,ISA,C0024299
C0282682,ASSOCIATED_WITH,C0009402
C0009402,ASSOCIATED_WITH,C0033799
C0021368,AFFECTS,C1418761
C2987634,TREATS,C0030705
C0520484,USES,C1414063
C0206754,PROCESS_OF,C0027362
C0018894,INTERACTS_WITH,C1420806
C0030946,HIGHER_THAN,C3827072
C0694891,DISRUPTS,C0007097
C1420248,INHIBITS,C0919432
C0032743,DIAGNOSES,C0221198
C0027651,LOCATION_OF,C0015392
C1564904,INTERACTS_WITH,C0125440
C1522577,TREATS,C0012634
C0021368,DIAGNOSES,C0023508
C0017178,AFFECTS,C0019868
C0010467,TREATS,C0596988
C0543467,TREATS(INFER),C0036572
C0887909,INTERACTS_WITH,C0017429
C3657270,ADMINISTERED_TO,C0679646
C0012854,STIMULATES,C0162772
C0039195,DISRUPTS,C0015683
C0009402,PROCESS_OF,C0009462
C1414244,PART_OF,C0030705
C0192865,TREATS(INFER),C3272283
C2985398,LOCATION_OF,C0003242
C0520484,LOCATION_OF,C0029250
C1424790,INTERACTS_WITH,C1511518
C0032787,ASSOCIATED_WITH,C0178629
C0028259,PART_OF,C0007457
C0004057,INHIBITS,C0032173
C0069717,NEG_AFFECTS,C0009402
C0073096,TREATS,C0009402
C0040300,PART_OF,C2239176
C0332448,ASSOCIATED_WITH,C1412290
C0009402,ASSOCIATED_WITH(SPEC),C3813046
C1332838,STIMULATES,C0812222
C1708747,LOCATION_OF(SPEC),C0003617
C0042105,NEG_TREATS,C0086418
C1256770,STIMULATES,C0291573
C0278803,AFFECTS,C2985398
C0025914,PROCESS_OF,C0020517
C0524850,PRECEDES,C0185111
C4236737,AUGMENTS,C3890508
C0005847,AUGMENTS,C0019134
C1709603,TREATS,C0436307
C0024485,DIAGNOSES,C1318968
C0345905,PART_OF,C0040300
C0069717,CAUSES,C1326207
C2936626,AFFECTS,C3852849
C0012854,COEXISTS_WITH,C0052441
C0033513,LOCATION_OF,C0334227
C0751075,PREDISPOSES,C0003402
C0021083,TREATS(INFER),C0238003
C0345832,PROCESS_OF,C0086418
C0030705,PROCESS_OF,C3898473
C0030186,COEXISTS_WITH,C1275216
C0034606,DIAGNOSES,C0021933
C1120843,INTERACTS_WITH,C0023779
C0206696,LOCATION_OF,C0038351
C1422502,DISRUPTS,C0948380
C0015691,CAUSES,C1444783
C1333203,COEXISTS_WITH,C1423506
C2608114,PRECEDES,C0020431
C3178775,USES,C0008838
C1258005,LOCATION_OF,C1311392
C0021368,DISRUPTS,C0118522
C0034243,STIMULATES,C0011777
C2363923,TREATS,C0009402
C0947630,DIAGNOSES,C0009375
C0017337,ASSOCIATED_WITH,C0338106
C1512554,LOCATION_OF,C0017337
C1883559,COMPARED_WITH,C1425565
C0015252,TREATS(INFER),C1336869
C0009402,TREATS(INFER),C2363923
C0020205,PART_OF,C0596901
C0007090,AFFECTS,C0009402
C3896609,PRECEDES,C0040808
C4321237,DIAGNOSES,C0018941
C0032787,PREDISPOSES,C0198482
C0332448,COEXISTS_WITH,C0016470
C0009402,ASSOCIATED_WITH,C1420828
C0087111,ISA,C0184918
C0003209,AFFECTS,C0301872
C0006826,AUGMENTS,C1412398
C0175754,COEXISTS_WITH,C0220633
C0030705,PROCESS_OF,C1306294
C1564904,INHIBITS,C0667570
C1101610,COMPARED_WITH,C1101610
C0009402,AFFECTS,C0021059
C0936223,DIAGNOSES,C0199900
C1622501,AFFECTS,C1823407
C3843647,TREATS,C0028833
C0026809,ADMINISTERED_TO,C0003232
C0016263,METHOD_OF,C2608114
C0679646,PROCESS_OF,C0241889
C0043210,PROCESS_OF,C0743630
C0334044,NEG_PROCESS_OF,C0599755
C1286104,AFFECTS,C0034140
C0027651,LOCATION_OF,C0040300
C0030705,NEG_TREATS,C1708063
C0870602,AFFECTS,C0677948
C1414143,LOCATION_OF,C0282560
C0078988,PROCESS_OF,C0265338
C0400966,COEXISTS_WITH,C0949059
C0040648,STIMULATES,C0017337
C0010346,AUGMENTS,C0012634
C0027651,LOCATION_OF,C0015350
C0009402,CAUSES,C0879389
C0227391,PROCESS_OF,C0243144
C0030705,TREATS,C1516615
C0079427,INHIBITS,C0007090
C0014518,TREATS,C1517722
C0494165,TREATS(INFER),C1517925
C1306459,LOCATION_OF,C0006141
C0185115,USES,C0030956
C0086582,TREATS,C1511790
C0123931,ASSOCIATED_WITH,C1412036
C0030705,ADMINISTERED_TO,C0796392
C0013291,LOCATION_OF,C3714556
C0007587,AFFECTS,C0020969
C1423744,DISRUPTS,C0018270
C0009402,DISRUPTS,C1307407
C0030705,LOCATION_OF,C1824430
C0027567,PART_OF,C0024109
C0017337,ASSOCIATED_WITH,C0001418
C4321104,ASSOCIATED_WITH,C0006826
C0346993,LOCATION_OF,C0006104
C1523298,CAUSES,C0079189
C0011603,PROCESS_OF,C0030705
C1328910,PROCESS_OF,C0030705
C0282515,USES,C0059438
C0001551,USES,C0419095
C0006826,PROCESS_OF,C0684030
C2733022,DIAGNOSES,C0009402
C0685938,CAUSES,C0260037
C0220908,METHOD_OF,C1511790
C0001418,ASSOCIATED_WITH,C1415675
C0446497,LOCATION_OF,C3273930
C0009402,TREATS,C1511562
C0027651,ISA,C0024299
C1706711,COMPARED_WITH,C0278259
C1336636,PART_OF,C0009368
C0030297,ASSOCIATED_WITH,C1825598
C2985566,TREATS,C0039082
C3538741,COEXISTS_WITH(SPEC),C0879389
C1367202,TREATS(INFER),C0948380
C0679646,PROCESS_OF,C0241863
C0033572,LOCATION_OF,C0677984
C0069676,AFFECTS,C2939419
C0026882,CAUSES(SPEC),C0006826
C0014442,DISRUPTS,C0018270
C0012634,ISA,C0032580
C1418252,LOCATION_OF,C0334227
C0345905,LOCATION_OF(SPEC),C0205054
C1428141,LOCATION_OF,C0040300
C0003242,INHIBITS,C0965245
C0030705,PROCESS_OF,C0019868
C0001418,PROCESS_OF,C0815089
C0521210,PRECEDES,C0419358
C1335278,LOCATION_OF,C0030705
C2939419,COEXISTS_WITH,C0014591
C0019143,LOCATION_OF,C0927195
C0009462,PROCESS_OF,C0004448
C1709846,MEASURES(SPEC),C0021756
C0003873,TREATS(SPEC),C0013227
C0175996,AUGMENTS,C1257838
C1332817,LOCATION_OF,C0007603
C0007587,AFFECTS,C3178870
C0392920,PRECEDES,C0193398
C0262401,ISA,C0750952
C0699893,PREDISPOSES,C0002073
C0030705,PROCESS_OF,C3874484
C0007600,LOCATION_OF,C0016360
C1610733,LOCATION_OF,C0055023
C0007620,CAUSES,C0034392
C0007130,COEXISTS_WITH,C0027651
C1720823,ADMINISTERED_TO,C0030705
C0021390,ASSOCIATED_WITH,C0005515
C0021044,LOCATION_OF,C0019994
C0268842,ISA,C0156272
C1417032,ASSOCIATED_WITH,C0006826
C0000975,AFFECTS,C2936626
C0086418,PART_OF(SPEC),C1311392
C0215848,PROCESS_OF,C0040649
C0030705,LOCATION_OF,C1427430
C0032580,DIAGNOSES(SPEC),C0796357
C0030705,TREATS,C1516635
C2103078,PREDISPOSES,C0035648
C0424589,LOCATION_OF,C1880192
C0040300,PART_OF,C0024432
C0012634,PREDISPOSES,C1275863
C0034896,LOCATION_OF,C0699680
C0030705,LOCATION_OF,C0006631
C0009274,USES,C0181620
C0042449,LOCATION_OF,C4267692
C0732165,TREATS,C0011991
C1428560,PART_OF,C0024660
C0014597,LOCATION_OF,C0007586
C0034802,INHIBITS,C0013227
C2986594,PROCESS_OF,C0301872
C0004793,INTERACTS_WITH,C0282554
C0015252,PRECEDES,C0009378
C1567665,LOCATION_OF,C1258005
C0011991,TREATS,C0732165
C0033213,ISA,C0037088
C0086860,PART_OF,C1419994
C0032580,COEXISTS_WITH,C0007115
C0025080,USES,C0582175
C0032580,COEXISTS_WITH,C0007113
C0030797,LOCATION_OF,C1265602
C0031153,PART_OF,C0026809
C0283470,COEXISTS_WITH,C0084183
C0015576,PROCESS_OF,C0597198
C0193398,TREATS,C0345905
C0017262,AFFECTS,C0023779
C0060323,ASSOCIATED_WITH,C0235895
C0023743,ISA,C0027651
C0850572,ASSOCIATED_WITH,C1101610
C0537969,LOCATION_OF,C1512167
C0040648,STIMULATES,C0164786
C0178784,LOCATION_OF,C0433745
C1426669,INTERACTS_WITH,C0013162
C2982391,INTERACTS_WITH,C0071649
C0393293,COMPARED_WITH,C0184661
C0021054,PREDISPOSES,C2939419
C2717745,LOCATION_OF,C2985398
C3850136,TREATS,C0030705
C1321489,PROCESS_OF,C0030705
C0006826,ISA,C0267372
C0038351,AFFECTS,C0073590
C0230653,PART_OF,C1179435
C0030705,LOCATION_OF,C0006611
C0600688,CAUSES,C2980094
C0037080,AFFECTS,C0071649
C0677984,LOCATION_OF,C0446455
C4505465,COMPARED_WITH,C0193072
C1514216,STIMULATES,C1419422
C0009402,AFFECTS,C0021083
C1426669,AFFECTS,C3714634
C1519595,COMPARED_WITH,C0028630
C0030705,PROCESS_OF,C0019829
C0334048,NEG_COEXISTS_WITH,C1518869
C0013216,TREATS(INFER),C0007102
C0205065,AFFECTS,C0206687
C1699633,METHOD_OF,C0034606
C0436307,COEXISTS_WITH,C1261322
C0428642,LOCATION_OF,C0003461
C1427570,PART_OF,C0030705
C0021753,INTERACTS_WITH,C1101610
C0019637,DIAGNOSES,C0332448
C0006826,ISA,C0027651
C0279702,PREDISPOSES,C0184511
C0030705,PROCESS_OF,C0020517
C0279000,TREATS,C0013227
C0013216,TREATS,C0030705
C4289789,DISRUPTS,C0006826
C1826560,INTERACTS_WITH,C0334227
C0027651,ASSOCIATED_WITH,C0021699
C0006826,OCCURS_IN,C0027361
C0948380,AFFECTS,C1328910
C0544910,PROCESS_OF,C0030705
C0009404,PREDISPOSES,C0035648
C0007584,DIAGNOSES,C1520166
C0043240,PROCESS_OF,C0026809
C0032580,COEXISTS_WITH,C0007102
C0258855,LOCATION_OF,C0431085
C3469837,AFFECTS,C0017952
C0030956,ISA,C0017151
C0024109,PART_OF,C0334227
C0013931,TREATS(INFER),C0007113
C0035648,DIAGNOSES,C2700166
C0006826,PREDISPOSES,C1420699
C1332823,CAUSES,C0007613
C0009368,LOCATION_OF,C0086492
C1456447,PART_OF,C0025474
C0085704,DIAGNOSES,C0020876
C0002210,PRODUCES,C0001418
C1366894,AUGMENTS,C0018270
C1427926,LOCATION_OF,C1514521
C0025266,PROCESS_OF,C0334292
C0033684,ASSOCIATED_WITH,C0025517
C0030956,ADMINISTERED_TO,C1956422
C1823437,PREDISPOSES,C0282683
C2982391,INTERACTS_WITH,C0007090
C0007600,LOCATION_OF,C0041348
C0085387,ISA,C2608320
C0030705,PROCESS_OF,C0020538
C1523351,ASSOCIATED_WITH(SPEC),C0006826
C0677886,TREATS,C0596087
C0012860,CAUSES,C0020281
C0042210,ASSOCIATED_WITH,C0009402
C0001418,TREATS(INFER),C1553430
C0039259,LOCATION_OF,C0007097
C3812373,INTERACTS_WITH,C0524984
C0280252,COEXISTS_WITH,C0009402
C0021666,INTERACTS_WITH,C0334227
C0012634,COEXISTS_WITH,C0021368
C0042776,CAUSES,C0021051
C0006826,LOCATION_OF,C0442158
C0036658,PROCESS_OF,C0030705
C0009368,LOCATION_OF,C1302645
C0022457,PROCESS_OF,C0026882
C0009932,PROCESS_OF,C1266129
C0030705,PROCESS_OF,C0020541
C0025266,PROCESS_OF,C0334277
C0242379,PROCESS_OF,C0679646
C0025080,TREATS,C3874484
C0267561,COEXISTS_WITH,C0007130
C0598496,PROCESS_OF,C1539222
C0022378,LOCATION_OF,C0398368
C0038250,LOCATION_OF,C0521362
C3812373,CONVERTS_TO,C3470867
C2985438,DIAGNOSES,C2936622
C0009402,AFFECTS,C1456587
C0022885,DIAGNOSES,C0020517
C1706832,COEXISTS_WITH,C0009402
C1513300,USES,C0007584
C0376515,INTERACTS_WITH,C0812198
C0185115,METHOD_OF,C0024868
C1185740,PART_OF,C0021851
C0014441,MEASURES,C0683150
C1561643,AFFECTS,C0032787
C0036202,DIAGNOSES,C0006290
C0206754,ASSOCIATED_WITH,C4284302
C0034885,TREATS,C1883364
C0036734,PREDISPOSES,C0027651
C0220908,COEXISTS_WITH,C1511790
C1823437,USES,C0087111
C0566602,PROCESS_OF(SPEC),C0030705
C0024109,LOCATION_OF,C1420343
C0022009,INTERACTS_WITH,C1624602
C0002520,AFFECTS,C0009402
C0021853,LOCATION_OF,C0277556
C0021853,LOCATION_OF,C0277553
C0030705,PROCESS_OF,C1561643
C1261322,ISA,C0242262
C0027651,TREATS,C1273428
C0030705,ADMINISTERED_TO,C1708063
C0033137,COEXISTS_WITH,C0184661
C0040300,AUGMENTS,C2982391
C0001563,TREATS,C0003850
C0074992,CAUSES,C0006826
C1516031,PROCESS_OF,C2986594
C0150775,PROCESS_OF,C0028778
C0038836,PART_OF,C0026237
C0014597,LOCATION_OF,C0032580
C0010626,LOCATION_OF,C2950548
C0599755,AFFECTS,C0009402
C0007587,CAUSES,C1817666
C1413274,PREDISPOSES,C0948380
C0030705,PROCESS_OF,C0020564
C0596577,ISA,C0007935
C0599755,LOCATION_OF,C3254086
C3241937,CAUSES,C0521974
C0078058,LOCATION_OF,C0012984
C0013227,AFFECTS,C4330475
C0024623,CAUSES,C1882062
C0221198,LOCATION_OF,C0033572
C0333166,LOCATION_OF,C0007569
C1882413,AFFECTS,C0877248
C0879593,TREATS,C0006142
C0026724,LOCATION_OF,C0041834
C0012634,ISA,C2103078
C0282515,TREATS(INFER),C0001418
C0005695,PROCESS_OF,C0683971
C1421638,INTERACTS_WITH,C0035696
C2986594,DIAGNOSES,C0027646
C0013216,TREATS,C0162429
C0040100,LOCATION_OF(SPEC),C0230148
C4321237,CAUSES,C1416926
C1825598,PREDISPOSES,C0009404
C1825598,PREDISPOSES,C0009402
C0151517,CAUSES,C0069717
C0009663,PREDISPOSES,C0006826
C0291573,INHIBITS,C1307407
C0450442,TREATS,C0025202
C0022378,LOCATION_OF,C3472375
C1511790,AFFECTS,C0018270
C0018801,CAUSES,C0006105
C0021107,CAUSES,C0009566
C1416433,PART_OF,C0027651
C0150775,PROCESS_OF,C0278252
C0009375,PROCESS_OF,C0007587
C0927195,LOCATION_OF,C1537388
C0442804,TREATS,C1517033
C0679646,PROCESS_OF,C0035648
C0017337,AFFECTS(SPEC),C1333990
C0255813,DISRUPTS,C0018270
C2985398,ASSOCIATED_WITH,C0009324
C2939419,MANIFESTATION_OF(SPEC),C1516334
C0153676,DIAGNOSES,C0031831
C0002475,USES(SPEC),C0436307
C0035173,PROCESS_OF,C0562342
C1369136,TREATS,C0021083
C0027651,AFFECTS,C0003232
C2986635,INHIBITS,C1418401
C0043210,PROCESS_OF,C0684249
C0030705,ADMINISTERED_TO,C1302181
C0005558,DIAGNOSES,C0205082
C0278701,PROCESS_OF,C0086418
C1257909,INTERACTS_WITH,C0002085
C0028754,CAUSES(SPEC),C0239059
C0042172,SAME_AS,C0022457
C1523298,AUGMENTS,C0530979
C0941053,LOCATION_OF,C0024109
C0030705,PROCESS_OF,C0343055
C0025266,PROCESS_OF,C0334246
C1824590,AUGMENTS,C3894683
C0030705,LOCATION_OF,C3537219
C0205161,CAUSES,C0013227
C0042789,ISA,C0036658
C4319914,COMPARED_WITH,C4319914
C0031727,INTERACTS_WITH(SPEC),C2986924
C1306459,NEG_ISA,C0007137
C0021853,PART_OF,C0934502
C0005558,LOCATION_OF,C0016030
C0012854,INTERACTS_WITH,C0052441
C0027651,DISRUPTS,C0023828
C0008059,PROCESS_OF,C0206743
C0014175,AFFECTS,C0030705
C2717755,AFFECTS,C0006826
C0385242,ISA,C0079189
C0027651,ASSOCIATED_WITH,C1702088
C1527249,TREATS,C0015252
C0475358,PART_OF,C0006826
C0021966,ASSOCIATED_WITH,C0796126
C1414432,INTERACTS_WITH,C0027882
C0009368,LOCATION_OF,C0267467
C3814448,PRECEDES,C0459914
C0334044,COEXISTS_WITH,C0021390
C0225730,LOCATION_OF,C1265601
C0279000,NEG_PROCESS_OF,C0679739
C0175697,LOCATION_OF,C0227349
C0012634,ISA,C1333600
C0123707,DISRUPTS,C1514892
C1334016,COEXISTS_WITH,C0178829
C0598801,DIAGNOSES,C0149978
C0021234,TREATS,C0007103
C0337196,PROCESS_OF,C0030705
C0034693,PROCESS_OF,C0742608
C1254351,USES,C0011900
C0206677,PART_OF,C2239669
C0079189,AFFECTS,C0302600
C3891560,AUGMENTS,C0007587
C0007613,AFFECTS,C0006826
C0000872,ISA,C0036378
C3148643,ASSOCIATED_WITH,C0024623
C1513528,PART_OF,C0929301
C0030705,PROCESS_OF,C0561837
C0009402,NEG_COEXISTS_WITH,C0178874
C0679646,LOCATION_OF,C0444263
C0079419,PART_OF,C0682523
C0086574,LOCATION_OF,C1336647
C0086860,ASSOCIATED_WITH,C1319315
C0021390,CAUSES,C0028128
C0877373,TREATS,C0183518
C0178913,LOCATION_OF,C1426212
C0013216,TREATS(INFER),C0007113
C0010467,TREATS,C0317608
C1624602,PRODUCES,C0003250
C0494165,PART_OF,C0677862
C1425565,LOCATION_OF,C0026882
C0019144,USES,C0687670
C0085533,TREATS(INFER),C0278479
C2985566,TREATS,C0280100
C0018965,PROCESS_OF,C0030705
C0023903,DIAGNOSES,C0041618
C1512977,LOCATION_OF,C0016327
C0431085,AFFECTS,C0031308
C0022957,USES,C0006153
C1299307,TREATS,C0439631
C1817666,STIMULATES,C1826646
C0558429,ISA,C0009566
C0024109,LOCATION_OF,C0072460
C0034606,ADMINISTERED_TO,C0030705
C0040405,ISA,C0032743
C1273869,ISA,C0872283
C2987120,ASSOCIATED_WITH,C0029016
C0220825,COEXISTS_WITH,C0436307
C0027651,ASSOCIATED_WITH,C0021666
C0009488,COEXISTS_WITH,C0017178
C0027651,ASSOCIATED_WITH,C0021665
C2986594,TREATS,C3852849
C0699889,TREATS,C0015252
C0085533,TREATS(INFER),C0278480
C0596263,PREDISPOSES,C0003343
C0014939,TREATS,C0025266
C0022457,ISA,C0029016
C0014939,INTERACTS_WITH,C0036884
C1334107,PRODUCES,C1701790
C0037661,ISA,C0006826
C0006826,AFFECTS,C0220630
C2936626,AFFECTS,C1823437
C0334044,COEXISTS_WITH,C0021368
C0009402,ASSOCIATED_WITH(INFER),C3178810
C0003392,USES,C0015252
C2985398,ASSOCIATED_WITH,C0010346
C0151723,CAUSES,C0995188
C0024203,ISA,C0193883
C1704259,COEXISTS_WITH,C0009319
C0007102,ASSOCIATED_WITH,C1426858
C1414063,INTERACTS_WITH,C0600600
C0033684,CAUSES,C0239981
C0027627,CAUSES,C0003615
C0020517,NEG_AFFECTS,C0851346
C0494165,TREATS,C0026032
C0597304,AFFECTS,C1427252
C1708063,TREATS,C0007102
C0087111,TREATS,C0948380
C0071649,PREVENTS,C0009402
C0015258,TREATS,C0677984
C0170127,COMPARED_WITH,C4281806
C1624602,LOCATION_OF,C0229671
C0123931,ISA,C0006812
C3541532,AUGMENTS,C2239176
C0013216,TREATS(INFER),C0007130
C0184661,TREATS,C0153446
C0011993,TREATS,C0087111
C0385242,PART_OF,C1142652
C0027651,COEXISTS_WITH,C0279628
C0598496,NEG_AFFECTS,C0007605
C0220630,TREATS,C2936643
C0025080,USES,C0008976
C0037231,ASSOCIATED_WITH,C2744535
C0007600,NEG_PART_OF,C0315057
C0022885,USES,C0796357
C0149978,DIAGNOSES,C1699633
C1307407,STIMULATES,C1421392
C0038454,ASSOCIATED_WITH,C0011065
C0031142,PREVENTS,C1868801
C0281185,COMPARED_WITH,C0281187
C0007113,TREATS,C0920467
C3810537,LOCATION_OF,C0042036
C1517722,TREATS,C0206695
C0334227,PROCESS_OF,C0030892
C0007102,ASSOCIATED_WITH,C0174680
C0007621,ASSOCIATED_WITH,C0961814
C0030705,PROCESS_OF,C0333538
C0015691,PREDISPOSES,C0009402
C0150312,AFFECTS,C0016360
C0229671,LOCATION_OF,C0025552
C2926735,COEXISTS_WITH,C1451803
C0036690,CAUSES,C0011065
C2744535,COMPARED_WITH,C2980094
C0006141,LOCATION_OF,C1134719
C0229985,LOCATION_OF,C0332149
C0007097,PROCESS_OF,C2986594
C0025517,DIAGNOSES,C0015535
C0314761,LOCATION_OF,C0021853
C0221198,TREATS,C0013216
C0018270,AFFECTS,C0162505
C0014245,LOCATION_OF,C0205054
C0000737,LOCATION_OF,C0030797
C0262926,NEG_PROCESS_OF,C0030705
C0032529,PROCESS_OF,C1417496
C0243041,ISA,C0018850
C0022722,TREATS,C0021083
C0021390,PROCESS_OF,C0025266
C0679362,ISA,C0041296
C0007595,DISRUPTS,C0359916
C0730328,ASSOCIATED_WITH,C3812373
C3843647,NEG_PREDISPOSES,C0038435
C0010853,AFFECTS,C0753723
C1699633,DIAGNOSES,C4055506
C0003209,INTERACTS_WITH,C0004057
C0524914,INTERACTS_WITH,C4277543
C3840862,TREATS,C0009274
C0018270,DISRUPTS,C1565900
C0030705,PROCESS_OF,C0849867
C0085162,COMPARED_WITH,C1536338
C0029463,PROCESS_OF,C0030705
C0600688,CAUSES,C0042333
C1184743,LOCATION_OF,C3178810
C0007570,COMPLICATES,C4072935
C2239176,PART_OF,C0040300
C1419100,INTERACTS_WITH,C0431085
C0027651,LOCATION_OF,C4247991
C0009402,DIAGNOSES,C1699633
C0920269,ISA,C1512430
C0521421,PART_OF,C0028429
C0027651,COEXISTS_WITH,C0279637
C2986594,AFFECTS,C0027651
C1332722,USES,C0185026
C0599755,PROCESS_OF,C0016059
C3494264,ASSOCIATED_WITH,C0006826
C0231337,COEXISTS_WITH,C0036572
C0023911,COMPARED_WITH,C0040732
C1273428,COEXISTS_WITH,C1512335
C1333990,ASSOCIATED_WITH,C0002085
C0085162,TREATS,C0235974
C0009932,PROCESS_OF,C1325174
C0879626,AFFECTS,C0007621
C0021852,LOCATION_OF,C1332243
C2926735,COMPARED_WITH,C0021925
C0439775,COMPARED_WITH,C0386040
C0080103,PROCESS_OF,C1832661
C0009402,TREATS,C0031740
C1833334,PROCESS_OF,C0043210
C0007570,PREDISPOSES,C0017178
C0677950,PREDISPOSES,C0005516
C0027651,ISA,C0024117
C0430562,LOCATION_OF,C0007634
C1368404,TREATS,C0524865
C0494165,COEXISTS_WITH,C0677930
C1101610,LOCATION_OF,C0178913
C0005558,DIAGNOSES,C1301359
C0013227,TREATS,C0021376
C0085786,ISA,C0008679
C0025914,ADMINISTERED_TO,C0209278
C0079225,ADMINISTERED_TO,C0026809
C0010346,DIAGNOSES,C0009378
C0525033,LOCATION_OF,C0050156
C0023884,LOCATION_OF,C0521158
C0009402,CAUSES,C1302401
C0376622,LOCATION_OF,C1258005
C0037083,AFFECTS,C0596263
C0475466,LOCATION_OF,C0041582
C0033684,PART_OF,C0035553
C0042449,LOCATION_OF,C0025474
C0009429,COMPARED_WITH,C0547070
C0153440,PROCESS_OF,C0030705
C1510438,LOCATION_OF,C0475358
C0030705,LOCATION_OF,C0079419
C0026727,LOCATION_OF,C0017337
C0346429,TREATS(INFER),C0085104
C0877248,AFFECTS,C0436307
C2939419,ASSOCIATED_WITH,C0087051
C0682523,ADMINISTERED_TO,C0647210
C0021760,INTERACTS_WITH,C1257975
C0389071,ASSOCIATED_WITH,C0024623
C0376358,AFFECTS(SPEC),C0032529
C0153425,ISA,C0006826
C0920269,ASSOCIATED_WITH,C0086344
C1155661,COEXISTS_WITH,C0598312
C0027627,LOCATION_OF,C0227666
C0007097,LOCATION_OF(SPEC),C0003617
C1516213,AFFECTS,C0007102
C0042196,PREVENTS,C1698484
C0796392,COMPARED_WITH,C0671970
C0302600,AFFECTS,C0040624
C0017817,COMPARED_WITH,C0144576
C0042196,ADMINISTERED_TO,C1516116
C2349249,COMPARED_WITH,C1521745
C0020282,CAUSES,C0221423
C4021734,PROCESS_OF,C0030705
C1609502,LOCATION_OF,C0042449
C0543467,PRECEDES,C0085533
C0598312,AFFECTS,C0870883
C0543467,TREATS,C1882062
C0543467,PRECEDES,C0600558
C0030705,TREATS,C0010337
C0007621,PROCESS_OF,C2986594
C0034693,LOCATION_OF,C1704743
C1516924,ASSOCIATED_WITH,C0017262
C0206698,ASSOCIATED_WITH,C0256022
C4289767,AUGMENTS,C1420645
C0016360,COEXISTS_WITH,C0034392
C0027686,COEXISTS_WITH,C0150312
C0677932,LOCATION_OF,C2953246
C1418552,AFFECTS,C1517940
C0077938,DISRUPTS,C0007586
C0013227,TREATS,C0021390
C0751429,TREATS(INFER),C0020672
C0007131,PROCESS_OF,C0001675
C3539652,LOCATION_OF,C0079722
C0596402,ASSOCIATED_WITH,C0162772
C0206754,PROCESS_OF,C0150775
C0003765,AUGMENTS,C0004268
C0475358,LOCATION_OF,C0164786
C1868801,TREATS(INFER),C1334811
C0596290,DISRUPTS,C2681324
C0278480,TREATS(INFER),C2960517
C0007102,PROCESS_OF,C0009462
C0001418,COEXISTS_WITH,C1302401
C0040649,COEXISTS_WITH,C1654934
C0227389,LOCATION_OF,C1881358
C0023216,LOCATION_OF,C1457887
C0009274,TREATS(INFER),C0035334
C0599755,PROCESS_OF,C0006625
C1832661,PREDISPOSES,C1413963
C0027651,NEG_AFFECTS,C0385242
C0024117,TREATS,C1718097
C0459914,TREATS,C0003615
C0006826,DIAGNOSES,C4049944
C0021390,TREATS,C0071649
C0036581,ISA,C0142923
C2982391,AFFECTS,C0019868
C0012634,TREATS,C0751429
C0740457,PROCESS_OF,C0030705
C0032787,AFFECTS,C0436307
C0118522,NEG_INTERACTS_WITH,C3890199
C0004364,PREDISPOSES,C0042384
C0026724,LOCATION_OF,C0677930
C4050317,COEXISTS_WITH,C0278803
C0027627,LOCATION_OF,C0227684
C0879626,COEXISTS_WITH,C0002940
C0220806,CAUSES,C0009402
C0678034,PREDISPOSES,C0686619
C0334346,LOCATION_OF,C0002759
C0027361,PROCESS_OF,C0006142
C2744535,INTERACTS_WITH,C0017428
C3814448,TREATS(INFER),C0039082
C0017262,AFFECTS(SPEC),C2239176
C0021764,CAUSES,C0021368
C0031269,PROCESS_OF,C0030705
C0021853,LOCATION_OF,C1420331
C0024109,AFFECTS,C3669048
C0027819,AFFECTS(SPEC),C0553580
C0001418,COEXISTS_WITH,C0027651
C0027809,LOCATION_OF(SPEC),C0036387
C0699790,ASSOCIATED_WITH,C1825598
